song_name,artist,danceability,energy,valence,tempo
Mi Amor Ha Muerto,Edwin Montoya,0.635,0.564,0.797,84.09
Heaven's Plan,Lefty Frizzell,0.695,0.448,0.946,133.333
Human Garbage,disrupt,0.284,0.986,0.236,107.378
Piège à Loup,Hugo TSR,0.799,0.769,0.591,89.995
Turandot: Nessun dorma!,Giacomo Puccini;Plácido Domingo;Luis Cobos;Royal Philharmonic Orchestra,0.142,0.381,0.143,72.039
And I Love Her,Joseph Sullinger,0.64,0.13,0.292,113.865
Passagerare,Vic Vem;Parham,0.669,0.66,0.371,80.225
Toxic Ends,Rarin,0.582,0.73,0.441,175.073
You don't know my love,Akcent;Xonia,0.805,0.716,0.272,110.01
He Was a Jazzman,The Flatliners,0.42,0.917,0.836,138.119
Johnny Vai A Guerra (Outra Vez),Plebe Rude,0.506,0.768,0.659,93.087
I Believe in You,JJ Heller,0.534,0.359,0.267,131.804
I Come Correct - Ruthless Edit,Promo;Ruthless,0.642,0.953,0.277,164.966
Vida,Ozuna,0.728,0.577,0.318,169.988
Y Todavía Te Quiero,Alfredo De Angelis;Oscar Larroca,0.58,0.354,0.765,120.173
Conozco a los dos,Los Tecolines,0.627,0.333,0.679,103.32
太陽さん,Ichiko Aoba,0.44,0.0353,0.362,181.988
Windchime,Galaxy 2 Galaxy,0.541,0.751,0.416,130.567
Dunas,Javiera Mena;Myriam Hernandez,0.716,0.774,0.36,120.049
What Sorrow,Rival Consoles,0.171,0.289,0.0354,136.988
"Sonata for Piano and Violin in F, K.46e: 1. Allegro",Wolfgang Amadeus Mozart;Isabelle van Keulen;Ronald Brautigam,0.505,0.236,0.905,149.33
Lleva Tu Mente al Límite,Plan 4,0.526,0.975,0.719,101.024
Más Fuerte,Greeicy,0.82,0.809,0.553,92.007
You Can't Say,Vybz Kartel,0.546,0.549,0.193,88.32
Carousel,Wiegedood,0.158,0.978,0.0377,132.872
Sea To Sky,Emancipator;Murge,0.663,0.465,0.271,125.516
Ride That Wave - Original radio,DJ Frosty,0.743,0.927,0.478,133.983
Intro : The Invitation,ENHYPEN,0.283,0.806,0.261,67.651
Linus And Lucy,George Winston,0.289,0.599,0.804,165.914
The People Versus Horton The Elephant - Original Broadway Cast Recording,Kevin Chamberlin,0.494,0.473,0.433,82.405
La Cotorra Viajera,Cri-Cri,0.587,0.361,0.841,110.637
Bahon Ke Darmiyan - Khamoshi - The Musical / Soundtrack Version,Alka Yagnik;Hariharan,0.596,0.437,0.446,108.721
Bone Dry,George Jones,0.552,0.667,0.679,172.49
20_20,The 20 Belows,0.504,0.968,0.731,98.36
Boiada,Almir Sater,0.421,0.346,0.318,95.842
Loveyatri Title Song,Divya Kumar,0.506,0.919,0.879,176.808
Hönsafesten,Stefan Andersson,0.702,0.505,0.717,123.744
Tiburón Bebé Pirate,Pinkfong,0.789,0.833,0.937,115.015
Where Are You Now?,Jim Brickman,0.602,0.0196,0.271,128.817
No Bombardeen Buenos Aires,Charly García,0.757,0.662,0.851,99.792
Rain Perimeter,Discordance Axis,0.359,0.959,0.0915,116.017
Jealous Lies,Ray Price,0.594,0.247,0.56,138.742
Stef II,Indochine,0.516,0.85,0.484,125.058
恋夜,neguse.,0.403,0.839,0.619,186.796
寶貝(In The Night),Deserts Chang,0.755,0.274,0.535,110.064
Pale Demon - slowed + reverb,Owl Vision,0.73,0.967,0.0846,111.961
蒼いフォトグラフ,Seiko Matsuda,0.713,0.397,0.608,78.735
El,Los Strwck,0.574,0.5,0.678,91.814
Утро туманное,Oleg Pogudin,0.281,0.181,0.104,83.157
The Sound of Neptune,Omar S,0.878,0.72,0.185,123.045
happysad,Josh Golden,0.73,0.4,0.487,83.509
The Car,Arctic Monkeys,0.428,0.365,0.236,94.033
Countermeasure,Dub Pistols;Barry Ashworth;Will Hensel,0.709,0.839,0.621,101.004
Lucro/Descomprimindo,BaianaSystem,0.713,0.825,0.68,100.04
"Piano Concerto No. 18 in B-Flat Major, K. 456: II. Andante un poco sostenuto",Wolfgang Amadeus Mozart;Ingrid Haebler;Wiener Symphoniker;Christoph von Dohnányi,0.21,0.0975,0.0832,84.993
You are so beautiful,Eddy Kim,0.491,0.554,0.518,151.736
Straight From The Heart,Bryan Adams,0.584,0.233,0.356,84.775
Mi Falta de Fé,Plan 4,0.564,0.958,0.704,138.034
Dinosaur Stomp,Mother Goose Club,0.904,0.425,0.891,102.447
Just Jammin',Gramatik,0.815,0.681,0.803,90.008
Let You Go - Radio-Edit,Sean Finn;David Moore,0.746,0.642,0.819,127.994
Youth,Glass Animals,0.648,0.718,0.786,96.017
On A Plain,Nirvana,0.428,0.946,0.358,133.26
Instinto coletivo,O Rappa,0.657,0.931,0.493,104.983
Misanthropic Breed,LIK,0.162,0.522,0.0836,159.835
The Embrace,George Skaroulis,0.256,0.0762,0.117,94.236
Agar Tum Saath Ho,Alka Yagnik;Arijit Singh,0.562,0.519,0.415,122.925
Rain For Sleeping,Rain Sounds;Rain for Deep Sleep;BodyHI,0.145,0.944,1e-05,55.511
Chime - Edit,Orbital,0.726,0.919,0.332,120.952
Crawler,Joyhauser,0.704,0.971,0.0513,132.008
Ready 2 Wear - Dallas Austin Modernaire Mix,Felix Da Housecat;Dallas Austin;Chris Trucher,0.609,0.81,0.758,129.996
Wherever I May Roam,Metallica,0.55,0.824,0.332,131.387
Juego de 3,Carlitos Junior;Pablo Chill-E,0.74,0.808,0.876,91.029
Get Wicked,Dubscribe,0.355,0.956,0.0874,110.037
マタアイマショウ,SEAMO,0.698,0.689,0.608,100.04
Unmiss You,Clara Mae,0.732,0.658,0.578,104.983
Drinking Fountain,Gary Gulman,0.574,0.579,0.406,127.292
Scars,Tove Lo,0.695,0.357,0.22,116.983
Hang Loose,Mandrill,0.54,0.797,0.935,128.291
Nothing and Nowhere,The Birthday Massacre,0.484,0.944,0.418,89.041
Love You More,Ashley Kutcher,0.365,0.257,0.412,172.171
Phoenix,Anagramma;Helen Engels,0.755,0.596,0.224,112.013
Captured by Curse,Integral Rigor,0.536,0.841,0.481,110.001
Cult of Shining Stars,In The Woods...,0.374,0.916,0.219,135.03
Hush Little Baby,The Countdown Kids,0.739,0.183,0.424,93.947
Candy,Lifafa;Hashback Hashish,0.538,0.282,0.138,108.014
Numb,Khan Bhaini,0.549,0.6,0.625,80.634
Doutora 3 - Ao Vivo,Grupo Presença,0.739,0.7,0.76,119.954
Crypto ₿oy,salem ilese,0.641,0.763,0.552,149.891
Şiir senin yüzündür,Mavi Gri,0.603,0.564,0.338,95.009
DEAD ZONE,Gulab Sidhu;Jay Dee,0.634,0.644,0.538,163.628
I'm from Pittsburgh,Steve Byrne,0.6,0.476,0.457,91.57
Sandalia Dela,Nicola Conte;Heid Vogel,0.631,0.689,0.815,107.461
Canção da Despedida,Elba Ramalho;Zé Ramalho;Geraldo Azevedo,0.504,0.242,0.321,131.4
Ya Never Know - 1982 Original Cast,Alan Menken;Hy Anzell;Lee Wilkof;Jennifer Leigh Warren;Sheila Kay Davis;Leilani Jones,0.612,0.628,0.836,149.345
Pare Querida,Linn da Quebrada,0.824,0.79,0.685,132.024
Prayer In C,Lilly Wood and The Prick,0.693,0.141,0.091,94.0
Flor de Capomo,Valentín Elizalde,0.675,0.313,0.978,135.643
Damn,Omah Lay,0.718,0.424,0.42,144.286
Hoje A Noite É Nossa - Ao Vivo,Jeito Moleque,0.455,0.888,0.593,104.919
Legend,Upchurch,0.909,0.77,0.757,146.985
Sweet Little Lies (Tritonia 333) - Disfunktion Remix,Steve Brian;RENÉE;Disfunktion,0.547,0.906,0.295,125.966
Bounce back,Tha Playah,0.573,0.893,0.664,162.043
Chloe,Joe Pass,0.483,0.186,0.51,150.705
American Gods (feat. Natalie Duncan),Goldie;James Davidson;Subjective;Natalie Duncan,0.663,0.773,0.103,120.0
Bugatti,Serge Legran,0.776,0.811,0.408,110.093
The Enemy,Andrew Belle,0.536,0.89,0.273,121.974
Kun Faya Kun,A.R. Rahman;Javed Ali;Mohit Chauhan,0.362,0.378,0.575,87.549
Cycle Of Many - Mixed,Ron Trent,0.568,0.625,0.28,94.971
Anyone,Bailey Jehl,0.371,0.208,0.309,199.805
BABY OTAKU,Pablo Pesadilla;Polimá Westcoast;Nickoog Clk;Fran C,0.835,0.747,0.432,102.003
Fredagsblod,Perikles,0.413,0.918,0.898,165.224
Intro,Alphaxone,0.157,0.307,0.0384,133.544
Qwazars,Mr. Fingers,0.772,0.531,0.103,120.015
Families,Peppa Pig Stories,0.618,0.369,0.775,154.141
走在雨中,Johnny Yin,0.607,0.211,0.215,105.687
History,Ron Trent,0.77,0.642,0.369,124.073
IYKYK,Fox Lake,0.591,0.83,0.284,87.564
Filthchain,Sore Throat,0.0979,0.934,0.103,187.148
Funkytown - Kids Dance Party 2 Album Version,The Party Cats,0.846,0.698,0.487,122.413
Hora da Decisão,Criolo,0.731,0.575,0.704,143.986
The Bells - Blue Potential Version,Jeff Mills,0.666,0.689,0.219,132.026
4 + 20,"Crosby, Stills, Nash & Young",0.638,0.058,0.126,140.964
Assassin's Creed III Main Theme Variation,Lorne Balfe;Assassin's Creed,0.483,0.471,0.0607,109.917
Cien Años,Estela Nuñez,0.542,0.259,0.709,101.694
So gehn die Gauchos (So gehn die Deutschen) - Mallorca Mix,Willi Herren;Ikke Hüftgold,0.564,0.92,0.691,142.039
Ralome,Plaid;Benet Walsh,0.525,0.138,0.267,161.957
So Long (feat. Madi),Slushii;MADI,0.712,0.727,0.492,145.014
Lo Siento,Timothy Infinite,0.793,0.61,0.513,110.017
As It Is (In Heaven),Hillsong Worship,0.343,0.572,0.105,125.851
怪美的,Jolin Tsai,0.767,0.625,0.58,97.985
Reel Around the Fountain,Fun People,0.573,0.652,0.624,127.902
Better Be Woman,Dwarves,0.536,0.946,0.747,99.088
No Vuelvas A Besarme,Tatiana,0.606,0.388,0.245,123.954
Christmas Without You,OneRepublic,0.262,0.677,0.365,207.478
Commtower,Tineidae,0.163,0.255,0.0346,109.978
Where Is My Mind? - Remastered,Pixies,0.519,0.441,0.25,81.334
Walk With You,Autograf;Janelle Kroll,0.787,0.612,0.255,114.032
Ping Pong - Hardwell Remix,Armin van Buuren;Hardwell,0.575,0.985,0.0762,129.956
Baking Cookies,Blake Rules;Netherfriends,0.968,0.493,0.805,130.053
Kärleksbreven,Lasse Stefanz,0.626,0.7,0.808,111.016
Mystique,Cassandra Nestico,0.415,0.048,0.137,165.912
Stairway to Heaven - Remaster,Led Zeppelin,0.338,0.34,0.197,82.433
Me Faz Feliz - Ao Vivo,Jeito Moleque,0.604,0.842,0.504,103.71
Dope Track,Yuvan Shankar Raja,0.617,0.695,0.464,160.041
beginner's mind,really big mountains,0.599,0.349,0.256,180.14
waves,53 Thieves,0.588,0.427,0.229,78.926
Too Late to Call an Ambulance,Psychonaut 4,0.432,0.927,0.277,119.988
Only,RY X,0.293,0.175,0.089,83.182
Let 'Em Know I'm From Virginia,Big Country Bluegrass,0.614,0.801,0.921,138.172
HA!,Jon Kennedy,0.719,0.932,0.669,176.013
Águas Limpas,Ministerio Ipiranga,0.546,0.601,0.253,124.921
Micaela Se Botó!,Sonora Carruseles;Arnold Moreno,0.688,0.954,0.968,181.973
Baller,Shubh;Ikky,0.711,0.702,0.674,180.219
Sweet Georgia Brown,Doc Watson;David Grisman,0.601,0.611,0.631,127.415
Almost Like Praying (feat. Artists for Puerto Rico),Lin-Manuel Miranda;Alex Lacamoire;Ana Villafañe;Anthony Ramos;Artists for Puerto Rico;Camila Cabello;Dessa;Ednita Nazario;Fat Joe;Gilberto Santa Rosa;Gina Rodriguez;Gloria Estefan;Jennifer Lopez;Joell Ortiz;John Leguizamo;Juan Luis Guerra 4.40;Luis Fonsi;Marc Anthony;Pj Sin Suela;Pedro Capó;Rita Moreno;Rubén Blades;Tommy Torres,0.471,0.791,0.507,188.36
One Time for the DJ (Dj Icey Remix),Tony Faline,0.778,0.889,0.398,132.041
La Valentina,Cuco Sánchez,0.524,0.267,0.383,81.274
Pua Hone,The Brothers Cazimero,0.402,0.202,0.412,119.614
Siga a Seta (feat. Matheus & Kauan) - Ao Vivo,Marcos & Belutti;Matheus & Kauan,0.508,0.855,0.641,172.008
"Janam Janam (From ""Dilwale"")",Pritam;Arijit Singh;Antara Mitra,0.301,0.581,0.235,132.049
MADARA,Free Flow Flava;NKOHA,0.738,0.843,0.444,110.005
Intermission,Numb,0.504,0.34,0.0741,75.993
Hide U - Jerome Isma-Ae 2022 Remix,Roger Shah;Sian Evans,0.628,0.839,0.156,124.002
Almost Human (feat. Clare Maguire),High Contrast;Clare Maguire,0.508,0.885,0.281,173.012
Tunna kläder,Daniel Adams-Ray;Erik Lundin,0.631,0.628,0.407,144.482
Washed with Love,Dean Evenson,0.19,0.198,0.103,88.695
Freesol (Dabin Remix),Seven Lions;Skyler Stonestreet;Dabin,0.371,0.667,0.234,170.013
Sweet Dream,Greg Laswell,0.41,0.234,0.19,93.72
MUKANJYO (TV size),Survive Said The Prophet,0.407,0.951,0.337,94.915
Respeito É Lei,Sabotage;Instituto;Ganjaman;Quincas,0.853,0.643,0.549,80.913
Glory Box,Portishead,0.51,0.433,0.208,119.695
Começaria Tudo Outra Vez,Gonzaguinha;Lenine,0.625,0.427,0.224,93.078
Onde a dor não tem razão C 1981,Paulinho Da Viola,0.675,0.706,0.735,92.831
Santa Agonía,Anabantha,0.363,0.923,0.36,112.47
Just Friends,Audrey Mika,0.868,0.656,0.793,114.991
Wild Life,OneRepublic,0.498,0.764,0.0557,115.975
Gold Skies (feat. Aleesia),Sander van Doorn;Martin Garrix;DVBBS;Aleesia,0.564,0.823,0.221,128.018
Bê a Bá - Ao Vivo | Acústico,Raimundos,0.358,0.916,0.348,161.703
Never Stop Dancing (feat. Ginger) - Edit,Boris Brejcha;Ginger,0.741,0.42,0.191,125.022
詩歌舞街 - Live,my little airport,0.436,0.301,0.28,125.605
"Kaanathe Kanninullil - From ""Padma""",K. S. Harisankar;Ninoy Varghese,0.63,0.811,0.732,143.772
Love by Grace,Lara Fabian,0.418,0.377,0.193,137.485
Innalekalil,Niranj Suresh,0.635,0.563,0.466,123.041
Midnight Blue - Remastered,Kenny Burrell,0.652,0.356,0.56,148.822
i'm lonely now,itssvd;Shiloh Dynasty,0.849,0.111,0.332,102.508
Be Thankful For What You've Got - 2012 Mix/Master,Massive Attack,0.821,0.528,0.345,92.128
Segura,Amplexos;Digitaldubs;Leão Etíope do Méier;Lenine,0.538,0.533,0.365,74.973
Waiting for...,SpectraSoul,0.564,0.742,0.0385,172.027
"Город пышный, город бедный",Oleg Pogudin,0.446,0.121,0.18,107.573
Dutty Wine - Part Few,Tony Matterhorn,0.852,0.8,0.629,112.128
Princesa De La Luna,Shamanes Crew;Maxi Vargas,0.725,0.777,0.864,79.912
Prado Oscuro,Fanon Flowers,0.806,0.619,0.151,124.994
Badger Bite - 2014 Remaster,Surgeon,0.828,0.71,0.192,134.995
Despedida,Mc Tha,0.698,0.609,0.448,160.039
時光機,Terence Siufay,0.588,0.465,0.392,126.898
Leftovers,Koo Koo Kanga Roo;Slug,0.717,0.796,0.814,173.025
Wovon träumst du denn,Fantasy,0.61,0.89,0.416,122.16
The Answer,Chris Tomlin,0.532,0.726,0.404,89.971
Fake Love,DJ LILMAN;Jiddy,0.919,0.712,0.684,151.945
ブラッディー・マリー,Lady Gaga,0.584,0.638,0.456,99.97
How We Do It,SHINJIRO ATAE (from AAA),0.704,0.804,0.556,127.004
Amazing Grace (arr. Mercurio),Andrea Bocelli;Alison Krauss,0.108,0.251,0.119,80.409
Toll Free,Plastilina Mosh,0.746,0.722,0.889,138.153
Ciúmes,Gustavo Mioto,0.667,0.796,0.61,155.927
Maula Mere Maula - LoFi,Roop Kumar Rathod;AK Bhuker,0.549,0.482,0.236,119.92
And I Love Her,Sweet Little Band,0.708,0.258,0.364,113.01
Dreams Come True,HammerFall,0.451,0.354,0.268,140.084
I'm Crazy and Gay Cats,Mike Birbiglia,0.589,0.524,0.515,141.739
YAŞANMAMIŞ SAY,Diplomat;Bora,0.685,0.901,0.451,105.994
Jazz 'N' Samba (So Danco Samba),Charlie Byrd,0.725,0.502,0.868,103.162
New Days (Sinking Soul),Mikis Theodorakis;Francesco Diaz,0.527,0.353,0.058,125.98
It's Gonna Go Away,Shannon & The Clams,0.506,0.74,0.781,126.143
Um Deus Tão Grande,Quatro por Um,0.352,0.677,0.22,134.014
Esqueça-Me Se For Capaz / Vai Lá em Casa Hoje (Pagode) - Acústico,Sem Reznha,0.462,0.408,0.851,168.062
Peach,Lazy Leopard,0.578,0.357,0.265,139.94
Jiwang,Santesh,0.601,0.948,0.72,80.002
Man Of The World (Obito's Fate),Fery,0.594,0.419,0.112,100.008
Jude's Song,Connor Price,0.883,0.452,0.879,119.973
Angels of Destruction - Neelix Remix,Phaxe;Caroline Harrison;Neelix,0.718,0.541,0.0898,136.03
Professional Rapper (feat. Snoop Dogg),Lil Dicky;Snoop Dogg,0.684,0.621,0.537,128.882
Dream,MVTATE,0.539,0.939,0.147,150.131
I'll Be Your Reason,ILLENIUM,0.559,0.777,0.352,170.114
Into You,Tegi Pannu;Manni Sandhu,0.72,0.711,0.713,148.223
yaaas,fresh from the oven,0.575,0.423,0.246,176.031
Demon Lover,Bob & Lucille,0.711,0.319,0.74,69.58
2018,The Spits,0.438,0.735,0.46,104.458
Gratitude,Nora En Pure,0.618,0.943,0.0915,123.989
Let There Be Light,Hillsong Worship,0.285,0.438,0.155,141.822
Who Will Buy The Wine,Charlie Walker,0.49,0.448,0.793,64.109
Bultande Hjärta,Avslappning Sound,0.164,0.109,0.128,148.739
Burası Dünya Değil,Hidra,0.614,0.734,0.816,179.823
Promises Never Fail - Live,Bethel Music;Emmy Rose,0.383,0.836,0.26,146.052
Nights In White Satin,The Moody Blues,0.19,0.344,0.218,156.888
Jack El Destripador vs. Hercules,Adlomusic,0.717,0.825,0.66,89.984
Sinking Deep (Live),Hillsong Young & Free,0.432,0.509,0.242,139.954
Losing Interest,itssvd;Shiloh Dynasty,0.753,0.355,0.506,111.863
Alo Mo Ribana Fita,Ruku Suna;Aseema Panda,0.669,0.561,0.615,150.041
Call Me,Cadaveria,0.481,0.953,0.517,131.977
Hell Hound,Sir Lord Baltimore,0.362,0.899,0.497,102.092
Až to vzdám,Tragedis,0.521,0.953,0.575,99.977
Mi Linda Esposa,Josue,0.668,0.436,0.594,101.381
É o Teste,Criolo,0.66,0.728,0.594,91.101
Sonidos Curativos,Thetahealing,0.139,0.0838,0.0363,70.194
Gabbers Unite - Long Mix,3 Steps Ahead,0.497,0.944,0.697,185.027
Talking In Your Sleep,The Romantics,0.72,0.967,0.977,129.766
I've Got a Woman,Ray Charles,0.556,0.61,0.665,199.373
Renge Aroosi (Old Song),Martin Shamoonpour,0.444,0.92,0.965,110.295
Dreams,NERO;ZHU,0.521,0.55,0.0391,184.018
Fariseos,Transmetal,0.333,0.961,0.133,109.408
Any Other Way,We The Kings,0.457,0.924,0.434,77.457
一刀了斷,Chilam;Myolie Wu,0.535,0.507,0.279,136.031
Spread Love,Makoto;Pete Simpson,0.51,0.896,0.325,171.745
Einaudi: Una mattina,Ludovico Einaudi;Gautier Capuçon;Jerome Ducros,0.0975,0.0077,0.0989,87.152
Dilema,D’MASIV,0.591,0.411,0.601,105.021
Methamorphosis For Tapes (Homage A Gholamali Margiri),Parsa Hadavi,0.254,0.61,0.0349,115.766
Ni la Pija Te Queda Hermano,Asspera,0.625,0.929,0.665,120.015
Casino Boulevard - Ao Vivo,Rosa de Saron;Pe. Fábio de Melo,0.413,0.625,0.215,136.017
Misery,Lucille Croft;BRVMES;TINYKVT,0.531,0.867,0.0597,169.942
La Farsante,Chamin Madero,0.766,0.417,0.595,90.022
Tu Rica Boca,Bobby Valentin,0.727,0.552,0.882,92.097
Calming Music for Baby in the Womb,Bedtime Baby,0.175,0.00725,0.0398,69.385
Stiff Upper Lip,AC/DC,0.588,0.851,0.706,123.691
Briga De Paixão,Soweto,0.485,0.667,0.646,80.194
Angelica,Lamb,0.327,0.659,0.0384,116.385
Another Town,Josh Williams,0.57,0.85,0.91,132.379
Footwork,Theo Parrish,0.785,0.621,0.343,126.266
Reggae Dancehall Riddim: Nanny Goat,Buju Banton;Garnett Silk;Sanchez;Tony Rebel;Richie Stephens;Marcia Griffiths;Mad Cobra;General Degree;Nana Mclean;Jack Radics;Terry Ganzie;Thrilla U;Kultra Knox;Dean Fraser,0.857,0.626,0.78,84.993
"Thaazhe Nee Tharame - From ""Thira""",Sachin Warrier;Job Kurian;Sayanora,0.509,0.475,0.173,135.31
Hora de te esquecer - Ao Vivo,Ferrugem,0.606,0.769,0.663,143.635
Y la Recuerdo de Ayer,La Tremenda Korte,0.541,0.95,0.85,158.024
How Sweet It Is,Chris Tomlin;Pat Barrett,0.468,0.157,0.356,135.415
Shri Vishnu Dhyanam,Kishori Amonkar,0.179,0.0538,0.115,90.381
Butterfly Effect,Sima Jones,0.574,0.736,0.959,169.84
Need You Now,Venemy;DaNica,0.517,0.603,0.183,189.723
Tough Enough,Ex Hex,0.608,0.834,0.855,139.993
Missing You - Jazz Cafe Mix,Larry Heard,0.803,0.364,0.879,116.006
Sudden,Timothy Infinite,0.814,0.414,0.537,130.011
Berrinche y Cuenta Nueva,Asspera,0.522,0.952,0.614,155.063
Libertango,Astor Piazzolla;Die 12 Cellisten der Berliner Philharmoniker,0.405,0.257,0.332,153.389
Feel (feat. Sena Sener) - Radio Edit,Mahmut Orhan;Sena Şener,0.731,0.756,0.723,121.004
Awakening,Patrick Kelly,0.388,0.227,0.093,93.966
Fusionnelle,Omri Grummet;Nadav Amir-Himmel,0.249,0.0374,0.14,64.162
20:17,Ólafur Arnalds;Nils Frahm,0.359,0.0224,0.169,107.849
Front,Bellorum,0.61,0.923,0.393,150.031
Salven la Torre del Reloj,Sad Saturno,0.226,0.882,0.358,72.486
Madame X,Rata Blanca,0.478,0.789,0.29,96.127
Ole Possum,Boogie T;bàwldy,0.653,0.7,0.454,139.771
A Promise to Distinction,Swingin' Utters,0.396,0.981,0.761,115.804
Vedestä Vieraantunut,Vermilia,0.169,0.878,0.306,103.0
Lo Siento,Lety Cisneros,0.573,0.454,0.565,115.335
Paper Bag,Fiona Apple,0.709,0.446,0.843,140.993
If I Ain't Got You,Alicia Keys,0.609,0.444,0.166,118.402
Ye,Mihalis Safras,0.806,0.965,0.837,126.007
Grandpa Pig's Train to the Rescue,Peppa Pig Stories,0.709,0.479,0.682,126.792
Se Me Olvidó Que Te Olvidé,Carlos Lico,0.546,0.377,0.602,106.89
Om Namah Shivaya,Birat Bitz,0.594,0.738,0.0375,107.696
I Feel the Rhythm - Remix,Ron Trent;Paul Johnson,0.75,0.553,0.702,128.354
Deixa Isso Pra Lá,Jair Rodrigues;Claudia Leitte,0.628,0.779,0.787,109.108
キスは待つしかないのでしょうか?,HKT48,0.402,0.865,0.54,171.979
Charlie Hotel 155,Underground Resistance,0.705,0.519,0.278,120.016
Dive the Deepest Abyss,Rotting Christ,0.454,0.981,0.243,141.338
Niebla,El Shirota,0.478,0.95,0.688,122.578
Wasted Years - 2015 Remaster,Iron Maiden,0.314,0.959,0.492,154.221
The Motto - Tiësto’s VIP Mix,Tiësto;Ava Max,0.682,0.922,0.266,125.004
Polo Nord - Original Mix,Opposite Ways,0.742,0.663,0.0602,123.021
Звезда по имени Солнце,Kino,0.807,0.477,0.968,117.687
Förlorad för alltid,Veronica Maggio,0.37,0.478,0.229,143.997
By Yourself,Ty Dolla $ign;Jhené Aiko;Mustard,0.771,0.526,0.182,104.036
Jai Ho Ganesh Ji,Saleem,0.642,0.666,0.831,134.054
Corazón Sin Vida,Aitana;Sebastian Yatra,0.48,0.572,0.452,89.89
Kali Kali Zulfon Ke Phande Nah Dalo,Nusrat Fateh Ali Khan,0.436,0.674,0.752,138.674
"Downton Abbey Suite (From ""Downton Abbey"")",John Lunn;Johannes Bornlöf,0.416,0.0857,0.135,170.103
At Dawn,Ever So Blue,0.622,0.0251,0.363,116.364
Vida Loka Também Ama,Trilha Sonora do Gueto,0.523,0.483,0.582,140.307
abcdefu (chill),GAYLE,0.554,0.429,0.195,112.899
Lose Yourself,Onur Ormen;Nieko,0.554,0.872,0.429,170.007
No More Dream,BTS,0.438,0.864,0.594,167.898
No Way Out,Bullet For My Valentine,0.441,0.994,0.19,140.053
なんてったってアイドル,Kyoko Koizumi,0.588,0.97,0.576,165.855
孤單老人,西卿,0.641,0.48,0.54,109.431
Saibo,Sachin-Jigar;Shreya Ghoshal;Tochi Raina,0.619,0.429,0.545,90.058
El Huerfadrino - Percy Mamani,31 Minutos,0.651,0.92,0.962,93.129
ジコチューで行こう!,Nogizaka46,0.423,0.953,0.472,84.022
催眠術(Acoustic version),QUEEN BEE,0.737,0.589,0.745,99.957
I Just Can't Stop Loving You (feat. Siedah Garrett) - 2012 Remaster,Michael Jackson;Siedah Garrett,0.657,0.467,0.276,100.139
Glimpse of Us,Joji,0.44,0.317,0.268,169.914
Send Me on My Way,Rusted Root,0.5,0.681,0.745,119.46
Elégie,Jules Massenet;Mischa Maisky;Daria Hovora,0.0787,0.0407,0.0395,69.935
Mad About You - Live at Koningin Elisabethzaal 2012,Hooverphonic,0.386,0.445,0.188,77.881
Closer I Get to You,Dennis Brown;Janet Kay,0.837,0.317,0.794,139.416
Indha Maan,Ilaiyaraaja;K. S. Chithra,0.674,0.311,0.595,93.744
Destina,Yeni Türkü,0.457,0.218,0.266,95.421
Authentic,A Mose;TBabz,0.788,0.499,0.612,97.977
I Believe in Father Christmas,Elaine Paige,0.61,0.182,0.207,112.503
"Nenjame (From ""Doctor"")",Anirudh Ravichander,0.45,0.647,0.122,139.933
Tomame Como Soy,Willie Gonzalez,0.598,0.512,0.92,177.208
Make Me A Channel Of Your Peace,Katherine Jenkins,0.191,0.226,0.154,82.297
Archangel,Burial,0.604,0.851,0.553,135.125
Ye Ye Ye,Omah Lay,0.653,0.731,0.501,160.24
O Carro Do Ovo,Zeca Pagodinho,0.744,0.5,0.889,91.991
Uyusun Da Büyüsün,Sertab Erener,0.483,0.18,0.15,84.99
I'm The One - Tyron Hapi Remix,Junge Junge;Tyron Hapi,0.472,0.566,0.266,100.095
Drinkin Wine Spo Dee O Dee,Malcolm Yelvington,0.638,0.572,0.629,101.2
Thanks For Asking,Five Finger Death Punch,0.626,0.828,0.697,100.037
Tra Tra Que Tra,Canticuénticos,0.688,0.462,0.632,106.895
Twilight Time - Single Version,The Platters,0.455,0.361,0.285,115.854
Prana Priya,Wilson Piravom,0.769,0.785,0.465,124.996
倒影,Jay Chou,0.728,0.506,0.363,123.96
春光乍洩,Anthony Wong,0.566,0.526,0.86,117.035
Despacito,Andrew Foy,0.406,0.24,0.673,88.152
Final Caja Negra - Remasterizado 2007,Soda Stereo,0.485,0.916,0.286,131.537
Moonboy,Bennett Coast,0.507,0.375,0.0519,90.006
Dime Porqué,Los Apus,0.717,0.656,0.569,93.003
Midnight Heart,Abstract Void,0.395,0.935,0.189,150.029
Capricha Gaiteiro (Ao Vivo),Grupo Tradição,0.61,0.979,0.743,172.476
Locust,Machine Head,0.352,0.956,0.228,122.897
春はもうすぐ,Sayaka Yamamoto,0.467,0.653,0.262,74.972
Sira E Hou,Amrit Maan;Nimrat Khaira,0.745,0.549,0.788,77.892
Yearning,Ernest Tubb;Loretta Lynn,0.649,0.47,0.623,111.172
Dear August,PJ Harding;Noah Cyrus,0.643,0.324,0.444,147.019
I Can Feel It,Sloan,0.811,0.575,0.626,126.567
Shadows of Ourselves,Thievery Corporation,0.751,0.694,0.58,118.0
Antihero,Beat The System,0.54,0.822,0.554,157.898
Slow Down,HPY DAYZ,0.768,0.169,0.372,77.997
